Position,Coverage
6012,4096.00
6013,4054.00
6014,4031.00
6015,3949.00
6016,3904.00
6017,3899.00
6018,3870.00
6019,3872.00
6020,3839.00
6021,3831.00
6022,3805.00
6023,3778.00
6024,3770.00
6025,3743.00
6026,3745.00
6027,3721.00
6028,3715.00
6029,3668.00
6030,3646.00
6031,3592.00
6032,3547.00
6033,3507.00
6034,3502.00
6035,3425.00
6036,3371.00
6037,3356.00
6038,3304.00
6039,3278.00
6040,3115.00
6041,3061.00
6042,2999.00
6043,2957.00
6044,2947.00
6045,2849.00
6046,2786.00
6047,2756.00
6048,2745.00
6049,2729.00
6050,2640.00
6051,2511.00
6052,2477.00
6053,2418.00
6054,2301.00
6055,2251.00
6056,2225.00
6057,2218.00
6058,2203.00
6059,2179.00
6060,2164.00
6061,2151.00
6062,2141.00
6063,2132.00
6064,2125.00
6065,2115.00
6066,2111.00
6067,2104.00
6068,2092.00
6069,2088.00
6070,2053.00
6071,1976.00
6072,1954.00
6073,1940.00
6074,1927.00
6075,1921.00
6076,1908.00
6077,1886.00
6078,1846.00
6079,1843.00
6080,1820.00
6081,1797.00
6082,1673.00
6083,1523.00
6084,1467.00
6085,1365.00
6086,1352.00
6087,1342.00
6088,1333.00
6089,1319.00
6090,1267.00
6091,1216.00
6092,1181.00
6093,1091.00
6094,1079.00
6095,1056.00
6096,1021.00
6097,980.00
6098,966.00
6099,942.00
6100,922.00
6101,894.00
6102,880.00
6103,879.00
6104,873.00
6105,866.00
6106,846.00
6107,763.00
6108,726.00
6109,683.00
6110,669.00
6111,648.00
6112,639.00
6113,631.00
6114,618.00
6115,610.00
6116,606.00
6117,600.00
6118,597.00
6119,578.00
6120,568.00
6121,563.00
6122,556.00
6123,524.00
6124,507.00
6125,501.00
6126,497.00
6127,493.00
6128,475.00
6129,462.00
6130,422.00
6131,415.00
6132,390.00
6133,323.00
6134,301.00
6135,251.00
6136,244.00
6137,230.00
6138,222.00
6139,217.00
6140,208.00
6141,208.00
6142,205.00
6143,211.00
6144,195.00
6145,203.00
6146,268.00
6147,289.00
6148,288.00
6149,270.00
6150,230.00
6151,233.00
6152,247.00
6153,245.00
6154,261.00
6155,320.00
6156,410.00
6157,426.00
6158,454.00
6159,465.00
6160,481.00
6161,485.00
6162,485.00
6163,544.00
6164,548.00
6165,598.00
6166,629.00
6167,642.00
6168,722.00
6169,735.00
6170,755.00
6171,776.00
6172,811.00
6173,829.00
6174,871.00
6175,876.00
6176,939.00
6177,957.00
6178,1028.00
6179,1045.00
6180,1099.00
6181,1155.00
6182,1175.00
6183,1243.00
6184,1250.00
6185,1281.00
6186,1341.00
6187,1359.00
6188,1379.00
6189,1454.00
6190,1524.00
6191,1583.00
6192,1599.00
6193,1622.00
6194,1647.00
6195,1664.00
6196,1679.00
6197,1714.00
6198,1765.00
6199,1806.00
6200,1861.00
6201,1911.00
6202,1930.00
6203,1963.00
6204,1979.00
6205,2148.00
6206,2187.00
6207,2238.00
6208,2381.00
6209,2393.00
6210,2405.00
6211,2424.00
6212,2429.00
6213,2538.00
6214,2579.00
6215,2702.00
6216,2716.00
6217,2721.00
6218,2797.00
6219,2807.00
6220,2830.00
6221,2849.00
6222,2959.00
6223,3054.00
6224,3121.00
6225,3163.00
6226,3244.00
6227,3263.00
6228,3277.00
6229,3347.00
6230,3401.00
6231,3427.00
6232,3450.00
6233,3465.00
6234,3507.00
6235,3509.00
6236,3517.00
6237,3529.00
6238,3556.00
6239,3594.00
6240,3609.00
6241,3691.00
6242,3874.00
6243,3907.00
6244,3985.00
6245,4206.00
6246,4447.00
6247,4530.00
6248,4613.00
6249,4618.00
6250,4624.00
6251,4716.00
6252,4780.00
6253,4808.00
6254,4830.00
6255,4855.00
6256,4898.00
6257,4925.00
6258,4951.00
6259,4966.00
6260,5028.00
6261,5108.00
6262,5167.00
6263,5202.00
6264,5223.00
6265,5290.00
6266,5366.00
6267,5444.00
6268,5457.00
6269,5527.00
6270,5566.00
6271,5603.00
6272,5619.00
6273,5660.00
6274,5900.00
6275,5923.00
6276,5938.00
6277,6053.00
6278,6052.00
6279,6084.00
6280,6091.00
6281,6198.00
6282,6319.00
6283,6397.00
6284,6569.00
6285,6585.00
6286,6623.00
6287,6629.00
6288,6680.00
6289,6764.00
6290,6773.00
6291,6908.00
6292,7066.00
6293,7135.00
6294,7194.00
6295,7305.00
6296,7340.00
6297,7348.00
6298,7426.00
6299,7481.00
6300,7496.00
6301,7514.00
6302,7575.00
6303,7609.00
6304,7715.00
6305,7797.00
6306,7788.00
6307,7853.00
6308,7888.00
6309,7874.00
6310,8003.00
6311,8109.00
6312,8200.00
6313,8245.00
6314,8400.00
6315,8433.00
6316,8463.00
6317,8470.00
6318,8522.00
6319,8495.00
6320,8547.00
6321,8581.00
6322,8674.00
6323,8775.00
6324,8777.00
6325,8833.00
6326,8834.00
6327,8805.00
6328,8844.00
6329,8829.00
6330,8860.00
6331,8889.00
6332,8831.00
6333,8849.00
6334,8774.00
6335,9110.00
6336,9159.00
6337,9187.00
6338,9297.00
6339,9327.00
6340,9326.00
6341,9418.00
6342,9353.00
6343,9408.00
6344,9460.00
6345,9451.00
6346,9457.00
6347,9462.00
6348,9426.00
6349,9405.00
6350,9435.00
6351,9391.00
6352,9461.00
6353,9544.00
6354,9607.00
6355,9718.00
6356,9751.00
6357,9814.00
6358,9926.00
6359,9835.00
6360,9819.00
6361,9916.00
6362,9896.00
6363,9907.00
6364,9804.00
6365,10162.00
6366,10135.00
6367,10150.00
6368,10503.00
6369,10504.00
6370,10511.00
6371,10565.00
6372,10586.00
6373,10602.00
6374,10562.00
6375,10517.00
6376,10483.00
6377,10474.00
6378,10551.00
6379,10617.00
6380,10554.00
6381,10563.00
6382,10698.00
6383,10747.00
6384,10837.00
6385,10775.00
6386,10829.00
6387,10913.00
6388,10987.00
6389,11030.00
6390,11172.00
6391,11285.00
6392,11222.00
6393,11121.00
6394,11209.00
6395,11191.00
6396,11051.00
6397,10968.00
6398,10956.00
6399,10983.00
6400,11064.00
6401,11365.00
6402,11326.00
6403,11480.00
6404,11713.00
6405,11981.00
6406,12075.00
6407,12143.00
6408,12130.00
6409,12199.00
6410,12197.00
6411,12221.00
6412,12266.00
6413,12296.00
6414,12330.00
6415,12482.00
6416,12641.00
6417,13001.00
6418,13230.00
6419,13389.00
6420,13368.00
6421,13635.00
6422,13719.00
6423,13829.00
6424,13877.00
6425,13736.00
6426,14125.00
6427,14580.00
6428,14706.00
6429,14924.00
6430,14907.00
6431,14987.00
6432,14830.00
6433,14626.00
6434,14554.00
6435,14299.00
6436,14387.00
6437,14448.00
6438,14473.00
6439,14521.00
6440,14448.00
6441,14944.00
6442,15138.00
6443,15064.00
6444,15106.00
6445,15328.00
6446,16081.00
6447,16112.00
6448,16029.00
6449,15946.00
6450,15858.00
6451,16001.00
6452,16177.00
6453,16021.00
6454,16057.00
6455,15939.00
6456,16031.00
6457,16085.00
6458,15979.00
6459,16154.00
6460,16355.00
6461,16271.00
6462,16218.00
6463,16363.00
6464,16392.00
6465,16114.00
6466,16188.00
6467,16227.00
6468,16219.00
6469,16210.00
6470,16226.00
6471,16304.00
6472,16255.00
6473,16217.00
6474,16198.00
6475,16232.00
6476,16321.00
6477,16344.00
6478,16416.00
6479,16344.00
6480,16341.00
6481,16329.00
6482,16309.00
6483,16454.00
6484,16463.00
6485,16425.00
6486,16330.00
6487,16238.00
6488,16226.00
6489,16164.00
6490,16134.00
6491,16129.00
6492,16063.00
6493,16207.00
6494,16167.00
6495,16129.00
6496,16125.00
6497,16139.00
6498,16121.00
6499,16111.00
6500,16090.00
6501,16039.00
6502,15969.00
6503,15876.00
6504,15717.00
6505,15568.00
6506,15245.00
6507,15104.00
6508,15027.00
6509,14947.00
6510,14932.00
6511,14991.00
6512,14863.00
6513,14854.00
6514,14841.00
6515,14805.00
6516,14570.00
6517,14540.00
6518,14512.00
6519,14324.00
6520,14287.00
6521,14276.00
6522,14223.00
6523,14188.00
6524,14126.00
6525,14109.00
6526,14104.00
6527,14086.00
6528,14005.00
6529,13921.00
6530,13875.00
6531,13784.00
6532,13731.00
6533,13544.00
6534,13502.00
6535,13451.00
6536,13449.00
6537,13432.00
6538,13355.00
6539,13261.00
6540,13201.00
6541,12973.00
6542,12789.00
6543,12718.00
6544,12698.00
6545,12571.00
6546,12418.00
6547,12389.00
6548,12336.00
6549,12271.00
6550,12146.00
6551,12060.00
6552,11709.00
6553,11669.00
6554,11479.00
6555,11044.00
6556,10547.00
6557,10346.00
6558,10207.00
6559,10193.00
6560,10113.00
6561,10093.00
6562,10034.00
6563,9847.00
6564,9769.00
6565,9704.00
6566,9582.00
6567,9308.00
6568,8615.00
6569,7995.00
6570,7746.00
6571,7632.00
6572,7438.00
6573,7290.00
6574,7111.00
6575,7015.00
6576,6890.00
6577,6122.00
6578,5441.00
6579,5013.00
6580,4912.00
6581,4890.00
6582,4844.00
6583,4832.00
6584,4827.00
6585,4796.00
6586,4786.00
6587,4732.00
6588,4687.00
6589,4655.00
6590,4599.00
6591,4506.00
6592,3855.00
6593,3667.00
6594,3558.00
6595,3413.00
6596,2790.00
6597,1576.00
6598,1527.00
6599,1509.00
6600,1444.00
6601,1428.00
6602,1364.00
6603,1325.00
6604,1317.00
6605,1300.00
6606,1283.00
6607,1255.00
6608,1217.00
6609,1108.00
6610,1053.00
6611,958.00
6612,888.00
6613,759.00
6614,79.00
